,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
16661,16661,a2799,b513,the documentary 2.5,the game,Oct 16 2015,beat the champ,the mountain goats,Apr 3 2015
16662,16662,a2969,b513,gone by the dawn,shannon and the clams,Sep 11 2015,beat the champ,the mountain goats,Apr 3 2015
18093,18093,a2987,b554,no closer to heaven,the wonder years,Sep 4 2015,from birth to burial,10 years,Apr 21 2015
18987,18987,a1751,b603,home of the strange,young the giant,Aug 12 2016,dark bird is home,the tallest man on earth,May 12 2015
19073,19073,a2672,b603,songs in the dark,the wainwright sisters,Nov 13 2015,dark bird is home,the tallest man on earth,May 12 2015
19176,19176,a2025,b608,driving excitement and the pleasure of ownership,jc flowers,May 27 2016,the desired effect,brandon flowers,May 18 2015
19510,19510,a2647,b620,the complete matrix tapes [box set],the velvet underground,Nov 20 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19524,19524,a2900,b620,evermore: the art of duality,the underachievers,Sep 25 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19534,19534,a2971,b620,the southern surreal,the legendary shack shakers,Sep 11 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19560,19560,a697,b620,the amazons,the amazons,May 26 2017,the weather below,sister sparrow and the dirty birds,May 19 2015
19569,19569,a2834,b620,the documentary 2,the game,Oct 9 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19571,19571,a2656,b620,matt berry & the maypoles live,matt berry & the maypoles,Nov 20 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19595,19595,a2688,b620,"songs from the north i, ii & iii",swallow the sun,Nov 13 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19625,19625,a696,b620,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,the weather below,sister sparrow and the dirty birds,May 19 2015
19645,19645,a726,b620,the king & i,faith evans and the notorious b.i.g.,May 19 2017,the weather below,sister sparrow and the dirty birds,May 19 2015
19648,19648,a2777,b620,the color before the sun,coheed and cambria,Oct 16 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19685,19685,a786,b620,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,the weather below,sister sparrow and the dirty birds,May 19 2015
19722,19722,a2892,b620,meow the jewels,run the jewels,Sep 25 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19729,19729,a2973,b620,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19733,19733,a2672,b620,songs in the dark,the wainwright sisters,Nov 13 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19748,19748,a2008,b620,the ride,catfish & the bottlemen,May 27 2016,the weather below,sister sparrow and the dirty birds,May 19 2015
19769,19769,a2964,b620,that's the spirit,bring me the horizon,Sep 11 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19771,19771,a2799,b620,the documentary 2.5,the game,Oct 16 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19772,19772,a2969,b620,gone by the dawn,shannon and the clams,Sep 11 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19782,19782,a2981,b620,the night creeper,uncle acid and the deadbeats,Sep 4 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19817,19817,a2814,b620,christine and the queens,christine and the queens,Oct 16 2015,the weather below,sister sparrow and the dirty birds,May 19 2015
19832,19832,a2647,b621,the complete matrix tapes [box set],the velvet underground,Nov 20 2015,the story so far,the story so far,May 19 2015
19837,19837,a2981,b621,the night creeper,uncle acid and the deadbeats,Sep 4 2015,the story so far,the story so far,May 19 2015
19842,19842,a2814,b621,christine and the queens,christine and the queens,Oct 16 2015,the story so far,the story so far,May 19 2015
19846,19846,a2900,b621,evermore: the art of duality,the underachievers,Sep 25 2015,the story so far,the story so far,May 19 2015
19855,19855,a2971,b621,the southern surreal,the legendary shack shakers,Sep 11 2015,the story so far,the story so far,May 19 2015
19879,19879,a697,b621,the amazons,the amazons,May 26 2017,the story so far,the story so far,May 19 2015
19888,19888,a2834,b621,the documentary 2,the game,Oct 9 2015,the story so far,the story so far,May 19 2015
19889,19889,a2656,b621,matt berry & the maypoles live,matt berry & the maypoles,Nov 20 2015,the story so far,the story so far,May 19 2015
19912,19912,a2688,b621,"songs from the north i, ii & iii",swallow the sun,Nov 13 2015,the story so far,the story so far,May 19 2015
19940,19940,a696,b621,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,the story so far,the story so far,May 19 2015
19960,19960,a726,b621,the king & i,faith evans and the notorious b.i.g.,May 19 2017,the story so far,the story so far,May 19 2015
20000,20000,a786,b621,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,the story so far,the story so far,May 19 2015
20036,20036,a2892,b621,meow the jewels,run the jewels,Sep 25 2015,the story so far,the story so far,May 19 2015
20042,20042,a2973,b621,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,the story so far,the story so far,May 19 2015
20046,20046,a2672,b621,songs in the dark,the wainwright sisters,Nov 13 2015,the story so far,the story so far,May 19 2015
20061,20061,a2008,b621,the ride,catfish & the bottlemen,May 27 2016,the story so far,the story so far,May 19 2015
20080,20080,a2964,b621,that's the spirit,bring me the horizon,Sep 11 2015,the story so far,the story so far,May 19 2015
20082,20082,a2799,b621,the documentary 2.5,the game,Oct 16 2015,the story so far,the story so far,May 19 2015
20083,20083,a2969,b621,gone by the dawn,shannon and the clams,Sep 11 2015,the story so far,the story so far,May 19 2015
20817,20817,a2900,b641,evermore: the art of duality,the underachievers,Sep 25 2015,last of our kind,the darkness,Jun 1 2015
20843,20843,a582,b641,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,last of our kind,the darkness,Jun 1 2015
20877,20877,a632,b641,best of crime rock,chain & the gang,Jun 16 2017,last of our kind,the darkness,Jun 1 2015
21012,21012,a2973,b641,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,last of our kind,the darkness,Jun 1 2015
21038,21038,a388,b641,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,last of our kind,the darkness,Jun 1 2015
21039,21039,a389,b641,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,last of our kind,the darkness,Jun 1 2015
21075,21075,a1976,b641,monolith of phobos,the claypool lennon delirium,Jun 3 2016,last of our kind,the darkness,Jun 1 2015
21509,21509,a2969,b661,gone by the dawn,shannon and the clams,Sep 11 2015,beneath the skin,of monsters and men,Jun 9 2015
21514,21514,a2981,b661,the night creeper,uncle acid and the deadbeats,Sep 4 2015,beneath the skin,of monsters and men,Jun 9 2015
21537,21537,a2777,b661,the color before the sun,coheed and cambria,Oct 16 2015,beneath the skin,of monsters and men,Jun 9 2015
21543,21543,a609,b661,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,beneath the skin,of monsters and men,Jun 9 2015
21554,21554,a2814,b661,christine and the queens,christine and the queens,Oct 16 2015,beneath the skin,of monsters and men,Jun 9 2015
21808,21808,a317,b687,brand new abyss,the blow,Sep 22 2017,new sense,the ethical debating society,Jun 22 2015
22645,22645,a557,b713,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,hammer of the witches,cradle of filth,Jul 10 2015
22846,22846,a2819,b721,still got that hunger,the zombies,Oct 9 2015,time stands still,unleash the archers,Jul 10 2015
23142,23142,a2732,b737,it's a holiday soul party,sharon jones & the dap-kings,Oct 30 2015,a liar wrote this,the bunny the bear,Jul 24 2015
23349,23349,a2647,b738,the complete matrix tapes [box set],the velvet underground,Nov 20 2015,born in the echoes,the chemical brothers,Jul 24 2015
23354,23354,a2981,b738,the night creeper,uncle acid and the deadbeats,Sep 4 2015,born in the echoes,the chemical brothers,Jul 24 2015
23359,23359,a2814,b738,christine and the queens,christine and the queens,Oct 16 2015,born in the echoes,the chemical brothers,Jul 24 2015
23361,23361,a534,b738,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,born in the echoes,the chemical brothers,Jul 24 2015
23363,23363,a1049,b738,in between,the feelies,Feb 24 2017,born in the echoes,the chemical brothers,Jul 24 2015
23364,23364,a2900,b738,evermore: the art of duality,the underachievers,Sep 25 2015,born in the echoes,the chemical brothers,Jul 24 2015
23371,23371,a2994,b738,act iv: rebirth in reprise,the dear hunter,Sep 4 2015,born in the echoes,the chemical brothers,Jul 24 2015
23373,23373,a2971,b738,the southern surreal,the legendary shack shakers,Sep 11 2015,born in the echoes,the chemical brothers,Jul 24 2015
23374,23374,a557,b738,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,born in the echoes,the chemical brothers,Jul 24 2015
23375,23375,a558,b738,the nothing,the last dinosaur,Jul 7 2017,born in the echoes,the chemical brothers,Jul 24 2015
23405,23405,a2834,b738,the documentary 2,the game,Oct 9 2015,born in the echoes,the chemical brothers,Jul 24 2015
23406,23406,a2656,b738,matt berry & the maypoles live,matt berry & the maypoles,Nov 20 2015,born in the echoes,the chemical brothers,Jul 24 2015
23421,23421,a1880,b738,life in the dark,the felice brothers,Jun 24 2016,born in the echoes,the chemical brothers,Jul 24 2015
23429,23429,a2688,b738,"songs from the north i, ii & iii",swallow the sun,Nov 13 2015,born in the echoes,the chemical brothers,Jul 24 2015
23551,23551,a1866,b738,the soft bounce,beyond the wizards sleeve,Jul 1 2016,born in the echoes,the chemical brothers,Jul 24 2015
23553,23553,a2892,b738,meow the jewels,run the jewels,Sep 25 2015,born in the echoes,the chemical brothers,Jul 24 2015
23559,23559,a2973,b738,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,born in the echoes,the chemical brothers,Jul 24 2015
23560,23560,a1879,b738,the mystery lights,the mystery lights,Jun 24 2016,born in the echoes,the chemical brothers,Jul 24 2015
23563,23563,a2672,b738,songs in the dark,the wainwright sisters,Nov 13 2015,born in the echoes,the chemical brothers,Jul 24 2015
23597,23597,a2964,b738,that's the spirit,bring me the horizon,Sep 11 2015,born in the echoes,the chemical brothers,Jul 24 2015
23599,23599,a2799,b738,the documentary 2.5,the game,Oct 16 2015,born in the echoes,the chemical brothers,Jul 24 2015
23600,23600,a2969,b738,gone by the dawn,shannon and the clams,Sep 11 2015,born in the echoes,the chemical brothers,Jul 24 2015
23620,23620,a947,b738,the ghost of hope,the residents,Mar 24 2017,born in the echoes,the chemical brothers,Jul 24 2015
23651,23651,a506,b738,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,born in the echoes,the chemical brothers,Jul 24 2015
23718,23718,a1889,b747,nice as f**k,nice as fuck,Jun 24 2016,we came as romans,we came as romans,Jul 24 2015
23727,23727,a1799,b749,s+@dium rock: five nights at the opera [live],titus andronicus,Jul 29 2016,the most lamentable tragedy,titus andronicus,Jul 28 2015
23906,23906,a2832,b755,try to be hopeful,the spook school,Oct 9 2015,marks to prove it,the maccabees,Jul 31 2015
24004,24004,a2987,b755,no closer to heaven,the wonder years,Sep 4 2015,marks to prove it,the maccabees,Jul 31 2015
24071,24071,a1498,b768,smash the system,luke haines,Oct 7 2016,kill the lights,luke bryan,Aug 7 2015
24760,24760,a1739,b787,life on the road [original motion picture soundtrack],david brent,Aug 19 2016,the essential david campbell,david campbell,Aug 21 2015
25073,25073,a2949,b792,i cry when i laugh,jess glynne,Sep 11 2015,i cry when i laugh,jess glynne,Aug 21 2015
25244,25244,a2808,b800,country agenda,alex bleeker & the freaks,Oct 16 2015,high country,the sword,Aug 21 2015
26035,26035,a2647,b814,the complete matrix tapes [box set],the velvet underground,Nov 20 2015,beauty behind the madness,the weeknd,Aug 28 2015
26040,26040,a2981,b814,the night creeper,uncle acid and the deadbeats,Sep 4 2015,beauty behind the madness,the weeknd,Aug 28 2015
26045,26045,a2814,b814,christine and the queens,christine and the queens,Oct 16 2015,beauty behind the madness,the weeknd,Aug 28 2015
26049,26049,a2900,b814,evermore: the art of duality,the underachievers,Sep 25 2015,beauty behind the madness,the weeknd,Aug 28 2015
26058,26058,a2971,b814,the southern surreal,the legendary shack shakers,Sep 11 2015,beauty behind the madness,the weeknd,Aug 28 2015
26090,26090,a2834,b814,the documentary 2,the game,Oct 9 2015,beauty behind the madness,the weeknd,Aug 28 2015
26091,26091,a2656,b814,matt berry & the maypoles live,matt berry & the maypoles,Nov 20 2015,beauty behind the madness,the weeknd,Aug 28 2015
26114,26114,a2688,b814,"songs from the north i, ii & iii",swallow the sun,Nov 13 2015,beauty behind the madness,the weeknd,Aug 28 2015
26163,26163,a1751,b814,home of the strange,young the giant,Aug 12 2016,beauty behind the madness,the weeknd,Aug 28 2015
26238,26238,a2892,b814,meow the jewels,run the jewels,Sep 25 2015,beauty behind the madness,the weeknd,Aug 28 2015
26244,26244,a2973,b814,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,beauty behind the madness,the weeknd,Aug 28 2015
26248,26248,a2672,b814,songs in the dark,the wainwright sisters,Nov 13 2015,beauty behind the madness,the weeknd,Aug 28 2015
26262,26262,a1398,b814,the olympians,the olympians,Oct 28 2016,beauty behind the madness,the weeknd,Aug 28 2015
26281,26281,a2964,b814,that's the spirit,bring me the horizon,Sep 11 2015,beauty behind the madness,the weeknd,Aug 28 2015
26283,26283,a2799,b814,the documentary 2.5,the game,Oct 16 2015,beauty behind the madness,the weeknd,Aug 28 2015
26284,26284,a2969,b814,gone by the dawn,shannon and the clams,Sep 11 2015,beauty behind the madness,the weeknd,Aug 28 2015
26294,26294,a421,b814,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,beauty behind the madness,the weeknd,Aug 28 2015
26299,26299,a428,b814,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,beauty behind the madness,the weeknd,Aug 28 2015
26351,26351,a2984,b818,23 live sex acts [live],against me!,Sep 4 2015,23 live sex acts,against me!,Sept 4 2015
26355,26355,a2991,b819,when i'm free,ane brun,Sep 4 2015,when i'm free,ane brun,Sept 4 2015
26547,26547,a2355,b820,a  season in hull,the wave pictures,Mar 4 2016,act iv: rebirth in reprise,the dear hunter,Sept 4 2015
26573,26573,a2672,b820,songs in the dark,the wainwright sisters,Nov 13 2015,act iv: rebirth in reprise,the dear hunter,Sept 4 2015
26628,26628,a2994,b820,act iv: rebirth in reprise,the dear hunter,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sept 4 2015
26672,26672,a2979,b822,the book of souls,iron maiden,Sep 4 2015,the book of souls,iron maiden,Sept 4 2015
26675,26675,a2990,b823,can't fly without gravity,k-os,Sep 4 2015,can't fly without gravity,k-os,Sept 4 2015
26688,26688,a2974,b825,what the world needs now,public image ltd.,Sep 4 2015,what the world needs now...,public image ltd,Sept 4 2015
